CF_SHAP_knn_success,SHAP_TRAIN_CA_top1,SHAP_TRAIN_CA_top2,SHAP_TRAIN_CA_top3,SHAP_TRAIN_CA_top5,SHAP_TRAIN_plausibility,SHAP_TRAIN_bds,SHAP_D_LAB_CA_top1,SHAP_D_LAB_CA_top2,SHAP_D_LAB_CA_top3,SHAP_D_LAB_CA_top5,SHAP_D_LAB_plausibility,SHAP_D_LAB_bds,SHAP_D_PRED_CA_top1,SHAP_D_PRED_CA_top2,SHAP_D_PRED_CA_top3,SHAP_D_PRED_CA_top5,SHAP_D_PRED_plausibility,SHAP_D_PRED_bds,CF_SHAP_CA_top1,CF_SHAP_CA_top2,CF_SHAP_CA_top3,CF_SHAP_CA_top5,CF_SHAP_plausibility,CF_SHAP_bds,INSTANCE_SHAP_CA_top1,INSTANCE_SHAP_CA_top2,INSTANCE_SHAP_CA_top3,INSTANCE_SHAP_CA_top5,INSTANCE_SHAP_plausibility,INSTANCE_SHAP_bds
True,0.1111111111111111,0.9768497729880756,1.0879608840991868,1.0879608840991868,1.1301566985631224,0.9873155888732968,0.1111111111111111,0.9768497729880756,1.0879608840991868,1.0954482808118915,1.1951659830005126,0.9786523631814168,0.8657386618769646,0.9768497729880756,0.9768497729880756,0.9843371697007804,1.286787689694729,0.9730240127234058,10.0,0.8933460238401547,1.004457134951266,1.0119445316639706,1.122037454185135,0.9863983187127332,0.1111111111111111,0.9768497729880756,1.0879608840991868,1.1230556427750817,1.183412543362684,0.975643013501635
True,10.0,10.0,10.0,10.0,1.2215927805978597,0.9875436607208624,10.0,10.0,10.0,10.0,0.97285144171868,0.9909131009591804,10.0,10.0,10.0,10.0,1.1958914220911454,1.0025727550559334,10.0,10.0,10.0,10.0,0.8099777291096524,0.983015493332568,10.0,10.0,10.0,10.0,0.8133510819699973,0.9678783754916243
True,10.0,10.0,10.0,10.0,1.0191529653618274,0.9816334651352576,10.0,10.0,10.0,10.0,1.1405927423438873,0.9686555851075151,10.0,10.0,10.0,10.0,1.020139673007237,0.9595152933498404,10.0,10.0,10.0,10.0,0.7435782874669787,0.975156782382794,10.0,10.0,10.0,10.0,0.6980049405592288,0.9869637064187075
True,10.0,10.0,10.0,10.0,1.338851250579697,0.9469988213333552,10.0,10.0,10.0,10.0,1.1117984684148765,0.9604309865267636,10.0,10.0,10.0,10.0,1.0423527620122248,0.942801871802042,10.0,10.0,10.0,10.0,0.8832249895058626,0.9718659447271822,10.0,10.0,10.0,10.0,0.8854937225791343,1.0006501734382325
True,10.0,10.0,10.0,10.0,1.2253054019355587,0.947220962768014,10.0,10.0,10.0,10.0,1.198383332155555,0.9681830868855676,10.0,10.0,10.0,10.0,1.1990024625225344,0.985586953255178,10.0,10.0,10.0,10.0,1.037776482718069,0.9660116566824676,10.0,10.0,10.0,10.0,0.9860902993777758,0.9703151587769059
True,10.0,10.0,10.0,10.0,1.2916363272891458,0.9658935651955434,10.0,10.0,10.0,10.0,1.2104953255931077,0.9836494153330532,10.0,10.0,10.0,10.0,1.162314482629442,0.9535289628417628,10.0,10.0,10.0,10.0,1.1566297730495645,0.9630012312135886,10.0,10.0,10.0,10.0,1.23611361717991,0.9863979818197297
True,10.0,10.0,10.0,1.1061301218859008,1.3516502320243606,0.987215063754666,10.0,0.8214892285688746,0.9381558952355412,1.1061301218859008,1.2223409399593776,0.9508975405733926,10.0,10.0,10.0,0.9950190107747896,1.1444989779646175,0.958258948487824,0.7103781174577636,0.878352344108123,1.378352344108123,1.6061301218859008,1.075393878364028,0.9879023598892148,0.7103781174577636,0.878352344108123,0.9894634552192341,1.6061301218859008,1.027336285312651,1.0097978160253562
True,10.0,10.0,10.0,10.0,1.1265029899573136,0.9957556810386085,10.0,10.0,10.0,10.0,1.436003484628591,0.9607225131858173,10.0,10.0,10.0,10.0,1.1700253826126956,0.9713398146120056,10.0,10.0,10.0,10.0,0.7625793973917707,0.9760513950010464,10.0,10.0,10.0,10.0,0.6859798230790274,0.9766894512491291
True,10.0,10.0,10.0,10.0,1.121408992206392,0.9940353490966316,10.0,10.0,0.7574949578438537,1.2641411746127698,1.1427074763227838,1.004840670461117,10.0,10.0,10.0,10.0,1.1865823249510774,0.972968541836718,10.0,10.0,10.0,10.0,0.9854421813456596,0.9642859270637,10.0,10.0,10.0,10.0,0.9916323879681466,0.9879873736655972
True,10.0,10.0,10.0,10.0,1.293131925686556,0.922535356395288,10.0,10.0,10.0,10.0,1.100963771632087,0.9670023489621128,10.0,10.0,10.0,10.0,1.1345264055179656,0.94839206175613,10.0,10.0,10.0,10.0,1.3479558528774382,0.9806376170231604,10.0,10.0,10.0,10.0,1.4305237272087232,0.962718724171656
