Method,CA_top1,CA_top2,CA_top3,CA_top5,Plausibility,BDS
SHAP_TRAIN,9.379741187967495,9.121456437283229,8.963140205919938,8.821073702323643,1.174081931995967,0.9660567066425251
SHAP_D_LAB,9.251175470414662,8.912879630435302,8.728477244578459,8.518233957855141,1.1704412097644519,0.9667871473859111
SHAP_D_PRED,9.153261268026156,8.825142995537124,8.63177105645821,8.420377042220236,1.1731259572773045,0.9663479400878502
CF_SHAP,9.05475610971862,8.716149523530971,8.546249689208945,8.419596201770606,1.042273167890065,0.9737501136700513
DenSHAP (ours),9.045955084977148,8.635185216584247,8.446997829172705,8.322689271571589,1.003589108513151,0.9767462744388684
