Group,N,α_mean,LOF_mean,CA_top1,CA_top2,CA_top3,CA_top5,Plausibility,Validity,KNN_success,BDS
Total,1975,0.4579958603568985,1.0744891871745645,9.134977414895666,8.724588541099314,8.544683336236849,8.501976320684372,1.435736308278774,1.0,1.0,0.9726333532436985
Easy,928,0.07219365981349797,1.0048296495268378,9.251061757256966,8.906158900801302,8.635550656598713,8.543499566070805,1.3656665365027059,1.0,1.0,0.9786881385611104
Medium,339,0.4821802493044696,1.0527225720379227,9.053179426681108,8.611558064902361,8.419014481596575,8.369963995183959,1.4557851852195156,1.0,1.0,0.9719875103847131
Hard,708,0.9521002872651597,1.1762164943333386,9.021987652598275,8.540718537748075,8.485752359439173,8.510759663376506,1.5179794988512032,1.0,1.0,0.9650063757784977
