CF_SHAP_knn_success,SHAP_TRAIN_CA_top1,SHAP_TRAIN_CA_top2,SHAP_TRAIN_CA_top3,SHAP_TRAIN_CA_top5,SHAP_TRAIN_plausibility,SHAP_TRAIN_bds,SHAP_D_LAB_CA_top1,SHAP_D_LAB_CA_top2,SHAP_D_LAB_CA_top3,SHAP_D_LAB_CA_top5,SHAP_D_LAB_plausibility,SHAP_D_LAB_bds,SHAP_D_PRED_CA_top1,SHAP_D_PRED_CA_top2,SHAP_D_PRED_CA_top3,SHAP_D_PRED_CA_top5,SHAP_D_PRED_plausibility,SHAP_D_PRED_bds,CF_SHAP_CA_top1,CF_SHAP_CA_top2,CF_SHAP_CA_top3,CF_SHAP_CA_top5,CF_SHAP_plausibility,CF_SHAP_bds
True,10.0,10.0,10.0,10.0,0.631341688171912,0.9691012579576658,10.0,10.0,10.0,10.0,0.5743936377718831,0.9808780933435248,10.0,10.0,10.0,10.0,0.6974406015279543,0.9317178763681755,10.0,10.0,10.0,10.0,0.31240767677061376,0.9830346893305961
True,10.0,10.0,10.0,10.0,0.8154130892739655,0.9622078502462642,10.0,10.0,10.0,10.0,0.6944986204583323,0.9486467147522994,10.0,10.0,10.0,10.0,0.4475503240207498,0.9532514478785054,10.0,10.0,10.0,10.0,0.7310923268962373,0.900250489163963
True,0.833333333333333,0.9999999999999997,1.0357142857142854,1.1944444444444442,0.6508955439223973,0.9906407630222842,10.0,10.0,10.0,1.1685340802987862,0.5600843061675593,0.951487865900955,10.0,0.8968253968253965,1.073295985060691,1.8352007469654525,0.7472857023087445,0.9220238428185235,10.0,10.0,10.0,1.1197230665315856,0.6996380588902326,0.9729298417883582
True,10.0,10.0,10.0,10.0,0.5270310093773342,0.9558902439576356,10.0,10.0,10.0,10.0,0.4739777759543962,0.985383631107613,10.0,10.0,10.0,10.0,0.6651828499651712,0.9048006488791707,10.0,10.0,10.0,10.0,0.2770048468105729,0.9809130410460526
True,10.0,10.0,10.0,3.048751912112357,0.6549958019251987,0.9669299665909872,10.0,10.0,10.0,2.912581699346406,0.5461868165703259,0.9504751030301872,10.0,10.0,10.0,2.912581699346406,0.5345277674523632,0.9956652821059429,10.0,10.0,10.0,3.1982959850606902,0.8476539868726742,0.9364077294360988
True,10.0,10.0,10.0,10.0,0.6953875368947834,0.9439425492997975,10.0,10.0,10.0,10.0,0.6368017301126941,0.9721681960928518,10.0,10.0,10.0,10.0,0.5858957593604739,0.9676694356815208,10.0,10.0,10.0,10.0,0.5754948561686039,0.9842151779655405
True,10.0,10.0,10.0,10.0,0.6056804847696905,0.9856603145303755,10.0,10.0,1.070423950170786,10.0,0.6156953371129088,0.9250912477658579,10.0,10.0,1.070423950170786,10.0,0.4782104513245152,0.9840863734475125,10.0,10.0,1.0873015873015874,10.0,0.2541528495074908,1.0026286863414968
True,10.0,10.0,10.0,10.0,0.6673568740341016,0.9794391848135963,10.0,10.0,10.0,10.0,0.7064107953832963,0.9678320214774324,10.0,10.0,10.0,10.0,0.6827577594520606,0.9878444168930477,10.0,10.0,10.0,10.0,0.4830039752476744,0.9958899510724455
True,10.0,10.0,10.0,10.0,0.6960083598844826,0.929665431622879,10.0,10.0,10.0,10.0,0.5585363505870902,0.9498967997233079,10.0,10.0,10.0,10.0,0.6540770866758353,0.9642664206163012,10.0,10.0,10.0,10.0,0.5033537558103832,1.0050744061915249
True,10.0,10.0,10.0,10.0,0.7078493377617716,0.9669249457475212,10.0,10.0,10.0,10.0,0.5832344536586285,1.0013663538770514,10.0,10.0,10.0,10.0,0.6196328024939548,0.9599774776786585,10.0,10.0,10.0,10.0,0.5522213948332608,0.9988755183309923
True,10.0,10.0,10.0,10.0,0.7736867877379272,0.9573158388523879,10.0,10.0,10.0,10.0,0.6249140693799736,0.965703020703623,10.0,10.0,10.0,10.0,0.7376953472602968,0.9422959247970922,10.0,10.0,10.0,10.0,0.5941758972090877,0.9201237660541615
True,10.0,10.0,10.0,10.0,0.7601721371392742,0.9368399472895884,10.0,10.0,10.0,10.0,0.7600965713458587,0.9683166413654135,10.0,10.0,10.0,10.0,0.4439838268074535,0.962170226650113,10.0,10.0,10.0,10.0,0.42642094530766095,1.0106523949073654
True,10.0,10.0,10.0,10.0,0.6437895098016237,0.9758693735779327,10.0,10.0,10.0,10.0,0.5568213156259898,0.953768552423387,10.0,10.0,10.0,10.0,0.5463862167103708,0.9639448636429971,10.0,10.0,10.0,10.0,0.5152367324487802,0.9428194849009712
True,10.0,10.0,10.0,10.0,0.8642028681187458,0.9115592089121984,10.0,10.0,10.0,10.0,0.6262005913779499,0.9853526765807155,10.0,10.0,10.0,10.0,0.41194269966361785,0.9766261561453632,10.0,10.0,10.0,10.0,0.5860086214013982,0.9232626763643574
True,10.0,10.0,10.0,10.0,0.6509048289218919,0.9621028631871757,10.0,10.0,10.0,10.0,0.5634637403337152,0.9552949812445801,10.0,10.0,10.0,10.0,0.6426614489152557,0.9250445881552076,10.0,10.0,10.0,10.0,0.5348034170840389,1.0051651819594163
True,10.0,10.0,10.0,10.0,0.6041625732712773,0.9141535145808227,10.0,10.0,10.0,10.0,0.6666525357319874,0.9676201128121867,10.0,10.0,10.0,10.0,0.6640467146828667,0.9561876900722478,10.0,10.0,10.0,10.0,0.41841269932883174,0.963214641772756
True,10.0,10.0,10.0,10.0,0.6307871349763076,0.965414045613002,10.0,10.0,10.0,10.0,0.5390028376172865,0.9806714466904692,10.0,10.0,10.0,10.0,0.5840061328190401,0.9762010871340628,10.0,10.0,10.0,10.0,0.6629176521803098,0.9431837086616592
True,10.0,10.0,10.0,10.0,0.8034509816513973,0.9880048699554047,10.0,10.0,10.0,10.0,0.5935879888032383,0.9978737587594303,10.0,10.0,10.0,10.0,0.5416391464577657,0.9877863237262267,10.0,10.0,10.0,10.0,0.73130578474019,0.923241506007682
True,10.0,10.0,10.0,10.0,0.6070949770598243,0.9139634841972214,10.0,10.0,10.0,10.0,0.6256637905017797,0.992656997822628,10.0,10.0,10.0,10.0,0.4639005265489633,0.9829097487858768,10.0,10.0,10.0,10.0,0.6243697228532867,0.9874406883243496
True,10.0,10.0,10.0,10.0,0.7361032615331126,0.9778023023686252,10.0,10.0,10.0,10.0,0.47313316639617736,0.9881708342531754,10.0,10.0,10.0,10.0,0.5746491210126177,0.954393349426725,10.0,10.0,10.0,10.0,0.570125986150796,0.9863290897031032
True,10.0,10.0,10.0,10.0,0.7202882397030899,0.9539024448881884,10.0,10.0,10.0,10.0,0.5746883036295649,0.9738529899819575,10.0,10.0,10.0,10.0,0.4845097217193099,0.9737527149084331,10.0,10.0,10.0,10.0,0.6040938981211417,1.0053989062275361
True,10.0,0.9444444444444438,1.051587301587301,1.333093029901525,0.7598579611317148,0.9577149353723226,10.0,10.0,1.051587301587301,1.333093029901525,0.5838047131074366,0.9941239856999843,10.0,0.9444444444444438,1.0721040189125137,1.333093029901525,0.6647738810822148,0.9883860812776872,10.0,0.9444444444444438,1.039682539682539,1.3006715506715503,0.4897390920962086,0.9902966655652135
True,10.0,10.0,10.0,10.0,0.8978488664472482,0.9626907645068238,10.0,10.0,10.0,10.0,0.6779864575778338,0.9575014858550871,10.0,10.0,10.0,10.0,0.5108042835133889,0.9670316060669851,10.0,10.0,1.1001400560224086,1.5949982120507902,0.7848786657292841,0.925966340960852
True,10.0,0.8571428571428572,0.9904761904761903,1.1742654508612134,0.8138464135748998,0.9669732644102638,10.0,0.8571428571428572,0.9904761904761903,1.2532286817231775,0.5290889737177203,0.9476012671360626,10.0,0.8571428571428572,0.9933130699088316,1.1742654508612134,0.6074880053082181,0.9553882553007261,0.6349206349206349,0.8571428571428572,0.9340659340659339,10.0,0.5474475003013907,1.009117592438102
True,10.0,10.0,10.0,10.0,0.6046758708823157,0.9877015063771879,10.0,10.0,10.0,10.0,0.6061566537741306,0.9637044367947036,10.0,10.0,10.0,10.0,0.6391705986769077,0.9828918966563107,10.0,10.0,10.0,10.0,0.6212621233289618,0.9097223465640623
True,10.0,10.0,10.0,10.0,0.6755951996050906,0.9830011401404599,10.0,10.0,10.0,10.0,0.7028804775357115,0.9656683887476707,10.0,10.0,10.0,10.0,0.6954522124604583,0.9427866133590166,10.0,10.0,10.0,10.0,0.6130995885599847,0.9728751944131083
True,10.0,10.0,10.0,10.0,0.6675781312710625,0.9419589459707078,10.0,10.0,10.0,10.0,0.7296664870236949,0.9589352035866632,10.0,10.0,10.0,10.0,0.6827591068378789,0.9782941546491459,10.0,10.0,10.0,10.0,0.11457818247301635,0.9801615091415903
True,10.0,10.0,10.0,10.0,0.5472216035341322,0.9967439334007832,10.0,10.0,10.0,10.0,0.7978036865276725,0.9680785787471328,10.0,10.0,10.0,10.0,0.7103416748359452,0.9629720318468562,10.0,10.0,10.0,10.0,0.6014276034118996,0.9358708258289337
True,10.0,10.0,10.0,10.0,0.598129504508516,0.9694914768686609,10.0,10.0,10.0,10.0,0.649689198268861,0.9641709565917225,10.0,10.0,10.0,10.0,0.6469096850069137,0.9417294069481988,10.0,10.0,10.0,10.0,0.5261019663133634,0.9702072602118481
True,10.0,10.0,10.0,10.0,0.6956972879350942,0.899828275153121,10.0,10.0,10.0,10.0,0.6317537528138117,0.9539181267982636,10.0,10.0,10.0,10.0,0.6656297668091617,0.9734245469147078,10.0,10.0,10.0,10.0,0.8736161243514655,0.9247023987424692
True,10.0,10.0,10.0,10.0,0.6876024569690447,0.9658415525195874,10.0,10.0,10.0,10.0,0.61700125606167,0.9837531315511787,10.0,10.0,10.0,10.0,0.8102203595405264,0.9724216308403744,0.4126984126984127,0.5376984126984127,0.609126984126984,0.9583333333333319,0.5283506928187268,0.9914610658211315
True,10.0,10.0,10.0,10.0,0.5288061040535231,0.9710428233474679,10.0,10.0,10.0,10.0,0.739127259021908,0.9737666962434643,10.0,10.0,10.0,10.0,0.6128338237075382,0.9846433812877592,10.0,10.0,10.0,10.0,0.5690960968762211,0.9985503362985467
True,10.0,10.0,10.0,10.0,0.5932503727347161,0.9820289517515098,10.0,10.0,10.0,10.0,0.5552815563117888,0.9949398495353288,10.0,10.0,10.0,10.0,0.5952134635938333,0.9815731705296106,10.0,10.0,10.0,10.0,0.3682902104542046,0.9844433010539513
True,10.0,10.0,0.6896656534954407,1.0813323201621075,0.7547450531592464,0.9580564643634265,10.0,10.0,0.6896656534954407,1.0634751773049644,0.6728065871749844,0.9676575957451286,10.0,10.0,0.6896656534954407,1.0634751773049644,0.5871177495657334,0.9793313725880374,10.0,10.0,0.33112223612849323,0.93231271231897,0.8756209621314488,0.9787725332456366
True,10.0,0.6333333333333334,1.3980392156862746,1.7533505709976294,0.5747047279473744,0.990901623431234,0.46666666666666645,1.2313725490196077,1.5390648567119158,1.7533505709976294,0.7175011917098715,0.9522401179370099,0.46666666666666645,0.6333333333333334,1.3980392156862746,1.7771600948071542,0.5916149089795025,0.9359142979185593,0.46666666666666645,1.2313725490196077,1.3980392156862746,1.7771600948071542,0.8585690161679326,0.9767892239200204
True,10.0,10.0,10.0,10.0,0.6766415035844415,0.9133385458868114,10.0,10.0,10.0,10.0,0.6453121634279947,0.9487640351098736,10.0,10.0,10.0,10.0,0.45698983653065584,0.9679039373103834,10.0,10.0,10.0,10.0,0.17933021989557538,0.9987765094620353
True,10.0,10.0,10.0,10.0,0.9274585074171894,0.937750570302228,10.0,10.0,10.0,10.0,0.5309523103902773,0.9731862929763251,10.0,10.0,10.0,10.0,0.5182726151474986,0.9722343329107807,10.0,10.0,10.0,10.0,0.38854712343698283,0.9844986278319791
True,10.0,0.4862884160756443,1.027955082742311,1.2025582573454856,0.6047936180119245,0.9747713510925834,10.0,0.4862884160756443,0.5815265113137397,1.2303360351232633,0.5878798045285085,0.9821487128221851,10.0,0.4862884160756443,0.5815265113137397,1.2303360351232633,0.5652049277958795,0.9744422115891472,10.0,10.0,10.0,1.0319233367105651,0.5468689555422699,0.9606906355080385
True,10.0,10.0,10.0,10.0,0.717517655743013,0.9720433009895603,10.0,10.0,10.0,10.0,0.6033175222416088,0.9673162331122315,10.0,10.0,10.0,10.0,0.6461452196425127,0.9940020805958293,10.0,10.0,10.0,10.0,0.6375767529475619,0.9739692619802904
True,10.0,10.0,10.0,10.0,0.5939753420503064,0.9576487218974081,10.0,10.0,10.0,10.0,0.6446400032017621,0.9607066562375554,10.0,10.0,10.0,10.0,0.7648388078820452,0.9697752554277116,10.0,10.0,10.0,10.0,0.2622079028894328,0.9856306810028584
True,10.0,10.0,10.0,10.0,0.6535647075978097,0.9733819487195644,10.0,10.0,10.0,10.0,0.4853339989121298,1.003216996052748,10.0,10.0,10.0,10.0,0.4852223792285151,0.9678048621294326,10.0,10.0,10.0,10.0,0.6552364761237712,0.9677832382311393
True,10.0,10.0,10.0,10.0,0.5988109872959713,0.9694249353899596,10.0,10.0,10.0,10.0,0.7243956540642066,0.9469141387495441,10.0,10.0,10.0,10.0,0.5763255584462772,0.9669805240278,10.0,10.0,10.0,10.0,0.7123216581066283,0.953388353763817
True,10.0,10.0,10.0,10.0,0.6311665158871751,0.9893392427307468,10.0,10.0,10.0,10.0,0.7849426816044841,0.9433044618841473,10.0,10.0,10.0,10.0,0.6955873151917642,0.9569918098839748,10.0,10.0,10.0,10.0,0.750856048398317,0.9787044441790688
