CF_SHAP_knn_success,SHAP_TRAIN_CA_top1,SHAP_TRAIN_CA_top2,SHAP_TRAIN_CA_top3,SHAP_TRAIN_CA_top5,SHAP_TRAIN_plausibility,SHAP_TRAIN_bds,SHAP_D_LAB_CA_top1,SHAP_D_LAB_CA_top2,SHAP_D_LAB_CA_top3,SHAP_D_LAB_CA_top5,SHAP_D_LAB_plausibility,SHAP_D_LAB_bds,SHAP_D_PRED_CA_top1,SHAP_D_PRED_CA_top2,SHAP_D_PRED_CA_top3,SHAP_D_PRED_CA_top5,SHAP_D_PRED_plausibility,SHAP_D_PRED_bds,CF_SHAP_CA_top1,CF_SHAP_CA_top2,CF_SHAP_CA_top3,CF_SHAP_CA_top5,CF_SHAP_plausibility,CF_SHAP_bds
True,10.0,10.0,10.0,10.0,1.857010780313384,0.9564810191119711,10.0,10.0,10.0,10.0,1.437239942638311,0.9925949894333698,10.0,10.0,10.0,10.0,1.3643259747747063,0.9697536370789319,10.0,10.0,10.0,10.0,1.8156050252415874,0.9314327224114901
True,10.0,10.0,10.0,10.0,1.506922556567472,0.9403225088150584,10.0,10.0,10.0,10.0,1.6653692178919273,0.9351004315036882,10.0,10.0,10.0,10.0,1.6934312033144718,0.9458736677843189,10.0,10.0,10.0,10.0,1.1883210610083648,0.9816838940818874
True,10.0,10.0,10.0,10.0,1.3991489253174436,0.976289854743756,10.0,10.0,10.0,10.0,1.6435071600303168,0.8970365566688694,10.0,10.0,10.0,10.0,1.2689436115733421,0.9569862390858871,10.0,10.0,10.0,10.0,2.2255737821651134,0.8632234116094528
True,10.0,10.0,10.0,10.0,1.736770239602403,0.9504576757714082,10.0,10.0,10.0,10.0,1.350358353052585,0.9918945195849466,10.0,10.0,10.0,10.0,1.3814973056747477,0.9654810817800241,10.0,10.0,10.0,10.0,2.3196141895236555,0.9250052081414125
True,10.0,10.0,10.0,10.0,1.5964349721712547,0.9629132165352365,10.0,10.0,10.0,10.0,1.510825973097577,0.935785464779811,10.0,10.0,10.0,2.4121987778162115,1.7489766568315634,0.9103280066163345,10.0,10.0,10.0,10.0,1.2664228727541786,0.9817383161808388
True,10.0,10.0,1.7047619047619047,10.0,1.7553338345709624,0.9421312763714237,10.0,10.0,1.7047619047619047,10.0,1.456513241706933,0.9472274978186925,10.0,10.0,1.7047619047619047,10.0,1.9589975381765075,0.908146467681496,10.0,10.0,10.0,10.0,1.7410301422328793,0.9931246095075978
True,10.0,10.0,10.0,10.0,1.522007972864722,0.9719998822019897,10.0,10.0,10.0,10.0,1.4183414706207675,0.956962033089407,10.0,10.0,10.0,2.1368644067796607,1.5996324320308561,0.9140297170641067,10.0,10.0,1.4249999999999998,10.0,1.0153448841487682,1.0162661682919754
True,10.0,10.0,10.0,10.0,1.631808862045477,0.9714112720060772,10.0,10.0,10.0,10.0,1.5478278466722326,0.9364841982358165,10.0,10.0,10.0,10.0,1.451672508475876,0.9756240386167031,10.0,10.0,10.0,10.0,1.8672228976485812,0.9642097705325308
True,10.0,10.0,10.0,10.0,1.6177990084978497,0.9630674370718358,10.0,10.0,10.0,10.0,1.5082741100587123,0.9805650619115708,10.0,10.0,10.0,10.0,1.3731202685143855,0.9732056249944343,10.0,10.0,10.0,10.0,1.6663481784982621,0.983893935419139
True,10.0,10.0,10.0,10.0,1.4195313219676904,0.9397188224020836,10.0,10.0,10.0,10.0,1.5487938098588494,0.9386597392491467,10.0,10.0,10.0,10.0,1.2238519352678778,0.9550503830147564,10.0,10.0,10.0,10.0,1.3809233439083024,0.9928287132426965
