Group,N,α_mean,LOF_mean,CA_top1,CA_top2,CA_top3,CA_top5,Plausibility,Validity,KNN_success,BDS
Total,4000,0.5002349264079762,1.0507984716533887,9.045955084977148,8.635185216584247,8.446997829172705,8.322689271571589,1.003589108513151,1.0,1.0,0.9767462744388684
Easy,1682,0.08404346620371385,0.9979733546874312,9.15050991929398,8.721263863000257,8.554179316107245,8.464943450521265,0.9876086089516645,1.0,1.0,0.9783722606497883
Medium,723,0.49137313020929396,1.0295050006361883,9.071932447782151,8.769318090349149,8.486294199282188,8.404256204449208,1.0010635904701164,1.0,1.0,0.9780347360751884
Hard,1595,0.9431447161980807,1.1161571088208972,8.923921941009167,8.483610074889105,8.316157367346337,8.13570217347512,1.0215860676401314,1.0,1.0,0.9744475493167201
