CF_SHAP_knn_success,SHAP_TRAIN_CA_top1,SHAP_TRAIN_CA_top2,SHAP_TRAIN_CA_top3,SHAP_TRAIN_CA_top5,SHAP_TRAIN_plausibility,SHAP_TRAIN_bds,SHAP_D_LAB_CA_top1,SHAP_D_LAB_CA_top2,SHAP_D_LAB_CA_top3,SHAP_D_LAB_CA_top5,SHAP_D_LAB_plausibility,SHAP_D_LAB_bds,SHAP_D_PRED_CA_top1,SHAP_D_PRED_CA_top2,SHAP_D_PRED_CA_top3,SHAP_D_PRED_CA_top5,SHAP_D_PRED_plausibility,SHAP_D_PRED_bds,CF_SHAP_CA_top1,CF_SHAP_CA_top2,CF_SHAP_CA_top3,CF_SHAP_CA_top5,CF_SHAP_plausibility,CF_SHAP_bds
True,10.0,10.0,10.0,10.0,1.1301566985631224,0.993466754631309,10.0,10.0,10.0,10.0,1.1951659830005126,0.9819087188398384,10.0,10.0,10.0,10.0,1.0491922693529667,0.973487978822806,10.0,10.0,10.0,10.0,0.9821232686202717,0.9627471045729727
True,10.0,10.0,10.0,10.0,1.2167595179647521,0.9620038473285751,10.0,10.0,10.0,10.0,1.0470132441490814,0.9901973714019382,10.0,10.0,10.0,10.0,1.1907035182493408,0.9316637315271381,10.0,10.0,10.0,10.0,0.7544592794560119,0.99097822826492
True,10.0,10.0,10.0,10.0,0.9518592304125374,0.9874172501929589,10.0,10.0,10.0,10.0,1.2224785399370222,0.925656988336425,10.0,10.0,10.0,10.0,1.3238268006353267,0.967284599953657,10.0,10.0,10.0,10.0,0.8900041866363189,0.9965524967334961
True,10.0,10.0,10.0,10.0,1.2305994032534586,0.9637542297973086,10.0,10.0,10.0,10.0,1.034530035845522,0.9928608357002604,10.0,10.0,10.0,10.0,1.0893547226540055,0.9541215708527269,10.0,10.0,10.0,10.0,0.920537230671149,0.9526610905348711
True,10.0,10.0,10.0,4.396155546347678,1.038954795242645,0.9864108271644451,10.0,10.0,0.7228032537767051,3.840599990792122,1.0584906333766928,0.9686088896697843,0.4444444444444444,0.7228032537767051,1.222803253776705,3.106136587110038,1.1212651801567366,0.9186238187742601,0.4444444444444444,0.9444444444444444,1.2777777777777777,1.9012286116499157,3.119270677346326,0.7091987920079976
True,10.0,10.0,10.0,10.0,1.0054391676204255,0.9761135559708267,10.0,10.0,10.0,10.0,1.245495968478568,0.9522812080482727,0.2222222222222222,0.37266470009832847,0.8171091445427728,1.0067819461787648,1.0191134600103857,0.9823137102403271,0.2222222222222222,0.2222222222222222,0.24522835719154742,0.5785616905248807,0.8346288609672232,0.9519550623416745
True,10.0,10.0,10.0,10.0,1.0190499939572795,0.9749496456636988,10.0,10.0,10.0,10.0,1.2008011243405678,0.9824335673432978,10.0,10.0,10.0,10.0,1.1819517443117182,1.0012357409363772,10.0,10.0,10.0,10.0,0.9689386043222553,0.9812376589627145
True,10.0,10.0,10.0,10.0,1.0474318872572004,0.9626200258675262,10.0,10.0,10.0,10.0,1.2966903939920535,0.94550017514176,10.0,10.0,10.0,10.0,1.233653579434883,0.9184529529480022,10.0,10.0,10.0,10.0,1.0532978864428313,0.997991447040224
True,10.0,10.0,10.0,10.0,1.121516587292789,0.9761398893000847,10.0,10.0,10.0,10.0,1.0514272844173913,0.9708094599896772,10.0,10.0,10.0,10.0,1.15702485300192,0.9003733038540742,10.0,10.0,10.0,10.0,0.8464685196108688,0.9889898429222177
True,10.0,10.0,10.0,10.0,1.107782447387265,0.9307308682153602,10.0,10.0,10.0,10.0,1.22516383299558,0.9842558000697086,10.0,10.0,10.0,10.0,1.2224622697570298,0.9863815600854682,10.0,10.0,10.0,10.0,1.13804131151573,0.991188750094279
