CF_SHAP_knn_success,SHAP_TRAIN_CA_top1,SHAP_TRAIN_CA_top2,SHAP_TRAIN_CA_top3,SHAP_TRAIN_CA_top5,SHAP_TRAIN_plausibility,SHAP_TRAIN_bds,SHAP_D_LAB_CA_top1,SHAP_D_LAB_CA_top2,SHAP_D_LAB_CA_top3,SHAP_D_LAB_CA_top5,SHAP_D_LAB_plausibility,SHAP_D_LAB_bds,SHAP_D_PRED_CA_top1,SHAP_D_PRED_CA_top2,SHAP_D_PRED_CA_top3,SHAP_D_PRED_CA_top5,SHAP_D_PRED_plausibility,SHAP_D_PRED_bds,CF_SHAP_CA_top1,CF_SHAP_CA_top2,CF_SHAP_CA_top3,CF_SHAP_CA_top5,CF_SHAP_plausibility,CF_SHAP_bds
True,0.5,0.7659574468085029,0.9088145896656458,1.1819238333631246,0.631341688171912,0.9704756403045962,0.5,0.7659574468085029,0.980243161094217,1.12310030395136,0.6627066514519279,0.945368158867295,0.5,0.7659574468085029,0.9088145896656458,1.1819238333631246,0.5375326609471459,0.9890379849205451,0.5,0.7659574468085029,0.8247809762202676,1.0152571666964572,0.5473749795145567,0.9933007934383637
True,10.0,0.6895424836601307,10.0,1.5506535947712399,0.6984349506535545,0.9889032456666589,0.41176470588235303,0.6022408963585416,0.9440130482572757,1.5987749530191804,0.594457561490391,0.9492715198598599,0.41176470588235303,0.6022408963585416,0.9440130482572757,1.4092612752076192,0.59035608388418,0.9673985432869502,0.19047619047618855,0.6022408963585416,0.9440130482572757,1.4092612752076192,0.6659955508002765,0.9630988155966393
True,10.0,10.0,10.0,10.0,0.65531022110845,0.9883619369518337,10.0,10.0,10.0,10.0,0.5861604592236214,0.9815045705982616,10.0,10.0,10.0,10.0,0.7351696445441642,0.9611267377861715,10.0,10.0,10.0,10.0,0.5946351475129741,1.0057951190515015
True,10.0,10.0,10.0,10.0,0.6533970016813141,0.9838904247382814,10.0,10.0,10.0,10.0,0.6256956579355899,0.9505899835972865,10.0,10.0,10.0,10.0,0.644437315102609,0.9305839628863977,10.0,10.0,10.0,10.0,0.5521245139036285,0.9812488926469903
True,10.0,10.0,0.5037348272642386,0.7166643028519422,0.5558526544302763,0.9760456991630141,10.0,10.0,10.0,0.8029719689294177,0.7405801860965576,0.9346321528865851,10.0,10.0,10.0,0.8029719689294177,0.5091111103965226,0.9796408450767391,10.0,0.09741641337386236,10.0,0.8775727797178681,0.7115731502329715,0.9212617556686691
True,10.0,10.0,10.0,10.0,0.7692931825671054,0.9545616463925363,10.0,10.0,10.0,10.0,0.5673801410946063,0.9719510404673078,10.0,10.0,10.0,10.0,0.6511311043532937,0.9381190001101967,10.0,10.0,10.0,10.0,0.6944704956934735,0.9462618256293714
True,10.0,10.0,10.0,10.0,0.534118924739948,0.9726199363098947,10.0,10.0,10.0,10.0,0.4865267151957998,0.9559931587885793,10.0,10.0,10.0,10.0,0.6260911634793522,0.9621488345624452,10.0,10.0,10.0,10.0,0.6681816442739832,0.9808760367800842
True,10.0,10.0,10.0,10.0,0.7543861953385251,0.9399057959821129,10.0,10.0,10.0,10.0,0.6084753250063663,0.9704927609606242,10.0,10.0,10.0,10.0,0.5226706047219766,0.9886562264359677,10.0,10.0,10.0,10.0,0.566815485353833,0.9192269059879182
True,10.0,10.0,10.0,10.0,0.6204453237314194,0.9839299774735153,10.0,10.0,10.0,10.0,0.5519676780616016,0.9718746374237902,10.0,10.0,10.0,10.0,0.6256281646775887,0.960090998464451,10.0,10.0,10.0,10.0,0.4630936634701818,0.9970593116865862
True,10.0,0.5721040189125137,1.0721040189125137,1.333093029901525,0.5084423489736196,0.9811502648268254,10.0,0.5721040189125137,1.0721040189125137,1.333093029901525,0.7682463408987252,0.9692351891401199,10.0,0.5721040189125137,1.0721040189125137,1.333093029901525,0.7628251275215625,0.9620510584014152,0.5,0.7531645569620253,1.197609001406469,1.3919352425412057,0.4897390920962086,0.9800162335417474
True,10.0,10.0,10.0,10.0,0.5736328596422363,0.9406184154690495,10.0,10.0,10.0,1.2204238432961763,0.5871153976961334,0.9740639915996251,10.0,10.0,1.2045508274231604,1.2204238432961763,0.8382837570275882,0.9852312678223466,10.0,10.0,10.0,1.3664322466575212,0.6737636444470161,0.970882050963915
True,10.0,10.0,10.0,10.0,0.5847706531937021,0.9893913761041029,10.0,10.0,10.0,10.0,0.6766084309088182,0.9553972349667308,10.0,10.0,10.0,1.1569720715290333,0.9406670961584614,0.9572399765644614,10.0,0.6031746031746028,0.8531746031746028,1.1569720715290333,0.5652167170812679,0.9951165385478511
True,10.0,10.0,10.0,10.0,0.6661997303838579,0.9588929422528676,10.0,10.0,10.0,2.114420803782502,0.7193285711171022,0.912772736499039,10.0,10.0,10.0,10.0,0.5378243277203637,0.9774781298665272,10.0,10.0,10.0,10.0,0.642182224285162,0.9607208138697996
