Method,CA_top1,CA_top2,CA_top3,CA_top5,Plausibility,BDS
SHAP_TRAIN,9.478934227315781,9.22217316800138,9.046204473308897,8.953387289713334,1.6791869022213115,0.9454079954189637
SHAP_D_LAB,9.326649233226087,8.99920991365476,8.84619590141063,8.766271705844474,1.6616090777529517,0.9464793662621631
SHAP_D_PRED,9.244166279169896,8.902553345388789,8.731004931777083,8.660768638322681,1.654997864886143,0.9455375962506887
CF_SHAP,9.195533117274529,8.993128429339787,8.806278467976686,8.746768799203089,1.506315212596992,0.9646595158956317
DenSHAP (ours),9.124846754812397,8.866429949194869,8.737409371464448,8.62377357789221,1.4352389373311183,0.972448573920546
