CF_SHAP_knn_success,SHAP_TRAIN_CA_top1,SHAP_TRAIN_CA_top2,SHAP_TRAIN_CA_top3,SHAP_TRAIN_CA_top5,SHAP_TRAIN_plausibility,SHAP_TRAIN_bds,SHAP_D_LAB_CA_top1,SHAP_D_LAB_CA_top2,SHAP_D_LAB_CA_top3,SHAP_D_LAB_CA_top5,SHAP_D_LAB_plausibility,SHAP_D_LAB_bds,SHAP_D_PRED_CA_top1,SHAP_D_PRED_CA_top2,SHAP_D_PRED_CA_top3,SHAP_D_PRED_CA_top5,SHAP_D_PRED_plausibility,SHAP_D_PRED_bds,CF_SHAP_CA_top1,CF_SHAP_CA_top2,CF_SHAP_CA_top3,CF_SHAP_CA_top5,CF_SHAP_plausibility,CF_SHAP_bds,INSTANCE_SHAP_CA_top1,INSTANCE_SHAP_CA_top2,INSTANCE_SHAP_CA_top3,INSTANCE_SHAP_CA_top5,INSTANCE_SHAP_plausibility,INSTANCE_SHAP_bds
True,0.5,0.7659574468085029,0.9088145896656458,1.1819238333631246,0.631341688171912,0.9617044753650744,0.5,0.7659574468085029,0.980243161094217,1.12310030395136,0.6627066514519279,0.9431532741261194,0.5,0.7659574468085029,0.9088145896656458,1.1819238333631246,0.5375326609471459,0.997128680205645,0.5,0.7659574468085029,0.8247809762202676,1.0152571666964572,0.5473749795145567,0.989646670401068,10.0,10.0,10.0,10.0,0.5942551660980511,0.9936140844726233
True,10.0,0.6895424836601307,10.0,1.55065359477124,0.6984349506535545,0.9955164057095478,0.411764705882353,0.6022408963585416,0.9440130482572756,1.5987749530191804,0.594457561490391,0.9333043379411082,0.411764705882353,0.6022408963585416,0.9440130482572756,1.4092612752076192,0.59035608388418,0.9911757438119798,0.1904761904761885,0.6022408963585416,0.9440130482572756,1.4092612752076192,0.6659955508002765,0.9703305709764678,0.333333333333334,0.7460317460317467,1.45436507936508,1.9876984126984132,0.7098490535234457,0.9791730720389766
True,10.0,10.0,10.0,10.0,0.65531022110845,0.987961919313618,10.0,10.0,10.0,10.0,0.5861604592236214,0.9280009959910048,10.0,10.0,10.0,10.0,0.7351696445441642,0.9446089063856498,10.0,10.0,10.0,10.0,0.5946351475129741,0.9685926930145864,10.0,10.0,10.0,0.8497596965681915,0.4448541933588694,1.0123567459109457
True,10.0,10.0,10.0,10.0,0.6533970016813141,0.9763959979534406,10.0,10.0,10.0,10.0,0.6256956579355899,0.9331550002190891,10.0,10.0,10.0,10.0,0.644437315102609,0.9364619678476424,10.0,10.0,10.0,10.0,0.5521245139036285,0.98927496315004,10.0,10.0,10.0,10.0,0.5298994699624389,1.0047667914079232
True,10.0,10.0,0.5037348272642386,0.7166643028519422,0.5558526544302763,0.9812769724607382,10.0,10.0,10.0,0.8029719689294177,0.7405801860965576,0.9669025552821164,10.0,10.0,10.0,0.8029719689294177,0.5091111103965226,0.978358105530503,10.0,0.0974164133738623,10.0,0.8775727797178681,0.7115731502329715,0.9130891953410918,10.0,10.0,10.0,10.0,0.45880894923393045,0.9802397829462887
True,10.0,10.0,10.0,10.0,0.7692931825671054,0.9572715138451984,10.0,10.0,10.0,10.0,0.5673801410946063,0.971756824894124,10.0,10.0,10.0,10.0,0.6511311043532937,0.9499273431136228,10.0,10.0,10.0,10.0,0.6944704956934735,0.9528664611418832,10.0,10.0,10.0,10.0,0.6182641633661871,1.0010181929515711
True,10.0,10.0,10.0,10.0,0.534118924739948,0.972148587672244,10.0,10.0,10.0,10.0,0.4865267151957998,0.9327241150772426,10.0,10.0,10.0,10.0,0.6260911634793522,0.9832931464393232,10.0,10.0,10.0,10.0,0.6681816442739832,0.9884534438407474,10.0,10.0,10.0,10.0,1.023830222494377,0.9248752823533547
True,10.0,10.0,10.0,10.0,0.7543861953385251,0.9294991336060766,10.0,10.0,10.0,10.0,0.6084753250063663,0.9805411175222868,10.0,10.0,10.0,10.0,0.5226706047219766,0.9910151267499956,10.0,10.0,10.0,10.0,0.566815485353833,0.9203093769007626,10.0,10.0,0.7852564102564108,1.2986178729849622,0.47195304920028197,1.0075492308792713
True,10.0,10.0,10.0,10.0,0.6204453237314194,0.9490101329363766,10.0,10.0,10.0,10.0,0.5519676780616016,0.9822092345688864,10.0,10.0,10.0,10.0,0.6256281646775887,0.9617669652847975,10.0,10.0,10.0,10.0,0.4630936634701818,0.9905530579806112,10.0,10.0,10.0,0.7417355127705094,0.7197836480568979,0.9683446007958333
True,10.0,0.5721040189125137,1.0721040189125135,1.333093029901525,0.5084423489736196,1.011441072651884,10.0,0.5721040189125137,1.0721040189125135,1.333093029901525,0.7682463408987252,0.9888894183260714,10.0,0.5721040189125137,1.0721040189125135,1.333093029901525,0.7628251275215625,0.9617012580032578,0.5,0.7531645569620253,1.197609001406469,1.3919352425412057,0.4897390920962086,0.9877183661125252,10.0,10.0,10.0,10.0,0.4757343215091329,0.962906328227686
