Group,N,α_mean,LOF_mean,CA_top1,CA_top2,CA_top3,CA_top5,Plausibility,Validity,KNN_success,BDS
Total,846,0.444130881985318,1.059120884718857,9.021040867704079,8.217528729873901,7.62924704655757,6.630240250678655,0.5573667701513703,1.0,1.0,0.9783731759078969
Easy,417,0.07734692271669569,0.996212174084488,9.028900400108407,8.189122343737509,7.460256159579806,6.611375902611729,0.558027818929763,1.0,1.0,0.9795372288440094
Medium,140,0.468620690937484,1.0280300856493694,9.105387488328665,8.187260125821936,7.860957836241047,6.232065784654964,0.5544032908538425,1.0,1.0,0.9790733538860167
Hard,289,0.9615022929254989,1.1649535636263313,8.968840342098375,8.273179482767157,7.760837667021382,6.850347027105039,0.5578518912700604,1.0,1.0,0.9763403013737652
