lof_score,alpha,difficulty_group,knn_success,background_size,DenSHAP_validity,DenSHAP_CA_top1,DenSHAP_CA_top2,DenSHAP_CA_top3,DenSHAP_CA_top5,DenSHAP_plausibility,DenSHAP_bds
1.1139606474559125,1.0,Hard,True,100,1.0,0.8657386618769646,0.9768497729880756,1.0044571349512659,1.0119445316639706,1.0732878625134084,0.9596735565380963
0.9814942367055989,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,0.854237947908319,0.9793079340615968
1.1136773070139379,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,0.8473522575949126,0.9677175099033839
0.9774156562608508,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,0.9504013245380781,0.9843772199296049
0.9766277633181076,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,0.8855551861152844,0.9681674370094127
1.0212365726863395,0.3641625675171743,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.1590765042977267,0.9852204868444947
1.0587909959625776,1.0,Hard,True,100,1.0,0.7103781174577636,0.878352344108123,0.878352344108123,1.4950190107747896,1.1021561007891865,0.9547909783160604
1.1275787931756593,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,0.8223108528321019,0.9793556248775047
1.0384144309374863,0.6608283970632162,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.036390905763552,0.9905251003527853
0.9765995956538925,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.0315517003326946,0.9813914468739364
1.0499211612834287,0.8595524552975259,Hard,True,100,1.0,10.0,10.0,10.0,10.0,0.9018489306483897,0.9887760506847423
1.0064448606070635,0.10870606821164205,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.0417712952866156,0.9871597248671927
1.0846002836307245,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.0925235263755133,0.9960134423621021
0.981746947332138,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.0345251552059935,0.9835214593451109
1.031041038659866,0.5334881020958531,Medium,True,100,1.0,10.0,10.0,10.0,10.0,0.8242250461077887,0.982202045619853
1.0360008402796592,0.6191450938120063,Medium,True,100,1.0,0.1111111111111111,0.1111111111111111,0.4876195584160185,1.1903586693275587,0.7573129190965344,0.9725250977226244
1.0267961927245328,0.46017857058794753,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.0822414360719976,0.989629341772871
1.0454169388341386,0.7817634277108441,Hard,True,100,1.0,10.0,10.0,10.0,10.0,0.8556351617471467,0.9896077129972513
1.0292867729222785,0.5031915020962078,Medium,True,100,1.0,10.0,10.0,10.0,10.0,0.9533832797457882,0.9689465572266996
1.0754246939823444,1.0,Hard,True,100,1.0,10.0,10.0,10.0,1.0944931672118978,0.9197879068828207,0.9850782174756594
1.02184766590172,0.3747162973838586,Medium,True,100,1.0,10.0,10.0,10.0,10.0,0.7023870724534046,0.983110970739489
1.0179778970380082,0.3078844389926745,Easy,True,100,1.0,10.0,10.0,10.0,10.0,0.9438058777642132,0.9824425616333791
1.0469291205804157,0.8078791777435191,Hard,True,100,1.0,10.0,10.0,10.0,10.0,0.7290620909220668,0.9799439777861423
0.9719601443728938,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,0.8865543758155254,1.0036374222385922
