Group,N,α_mean,LOF_mean,CA_top1,CA_top2,CA_top3,CA_top5,Plausibility,Validity,KNN_success,BDS
Total,1975,0.4503458347066013,1.072710560729445,9.115941624981408,8.856385782391207,8.722430607163192,8.63411942270358,1.4349674805458135,1.0,1.0,0.9742149418734616
Easy,963,0.0773685377294069,1.0044797260660305,9.213157402109337,8.96516069847178,8.831397517013933,8.64521376613261,1.3669670752213334,1.0,1.0,0.9802053941900459
Medium,329,0.4992101672204256,1.0526120948559612,9.047404007195583,8.649557559967892,8.352907130930452,8.392898401826344,1.4468715481982406,1.0,1.0,0.9732156153847484
Hard,683,0.9526895705660301,1.1785944392847074,9.011886109428463,8.802646750168188,8.746790913889848,8.73467266303514,1.5251108949965102,1.0,1.0,0.9662500411910544
