CF_SHAP_knn_success,SHAP_TRAIN_CA_top1,SHAP_TRAIN_CA_top2,SHAP_TRAIN_CA_top3,SHAP_TRAIN_CA_top5,SHAP_TRAIN_plausibility,SHAP_TRAIN_bds,SHAP_D_LAB_CA_top1,SHAP_D_LAB_CA_top2,SHAP_D_LAB_CA_top3,SHAP_D_LAB_CA_top5,SHAP_D_LAB_plausibility,SHAP_D_LAB_bds,SHAP_D_PRED_CA_top1,SHAP_D_PRED_CA_top2,SHAP_D_PRED_CA_top3,SHAP_D_PRED_CA_top5,SHAP_D_PRED_plausibility,SHAP_D_PRED_bds,INSTANCE_SHAP_CA_top1,INSTANCE_SHAP_CA_top2,INSTANCE_SHAP_CA_top3,INSTANCE_SHAP_CA_top5,INSTANCE_SHAP_plausibility,INSTANCE_SHAP_bds,CF_SHAP_CA_top1,CF_SHAP_CA_top2,CF_SHAP_CA_top3,CF_SHAP_CA_top5,CF_SHAP_plausibility,CF_SHAP_bds
True,10.0,10.0,10.0,10.0,1.857010780313384,0.9564810191119711,10.0,10.0,10.0,10.0,1.437239942638311,0.9925949894333698,10.0,10.0,10.0,10.0,1.707958074869892,0.9285227212195192,10.0,10.0,10.0,10.0,2.038076065683108,0.9638588328755209,10.0,10.0,10.0,10.0,2.0626785476667324,0.9441889306002318
True,10.0,10.0,10.0,1.4219851576994433,1.7529751982354793,0.9178090282983096,10.0,10.0,10.0,1.4219851576994433,1.6101311713747397,0.9412043153221118,10.0,10.0,1.3219851576994435,1.4219851576994433,1.7924524395859218,0.9643337923511845,10.0,10.0,10.0,10.0,0.9597160910988606,1.0146776710040786,10.0,10.0,10.0,10.0,1.0338592645668023,1.0055770251210376
True,10.0,10.0,10.0,10.0,1.38735888668986,0.9552725560450905,10.0,10.0,10.0,10.0,1.9661264767863744,0.9100680577213429,10.0,10.0,10.0,10.0,1.3264351957620362,0.9696945236176345,10.0,10.0,10.0,10.0,1.6035066294968765,0.980763019486673,10.0,10.0,10.0,10.0,1.5757316478660248,0.9821305878540059
True,10.0,10.0,10.0,10.0,2.045838469566881,0.8964503739147525,10.0,10.0,10.0,10.0,1.520349427308146,0.9422207565260978,10.0,10.0,10.0,10.0,1.3529960917290398,0.9654964558358108,10.0,10.0,10.0,10.0,1.8186624551536774,0.8901130489700932,10.0,10.0,10.0,1.9772727272727275,1.9205688225560382,0.850366568098862
True,10.0,10.0,10.0,10.0,1.6221796223825773,0.968164313853247,10.0,10.0,10.0,10.0,1.826959276814689,0.9829449547154642,10.0,10.0,10.0,10.0,1.3779250715477398,0.948662864512673,10.0,10.0,10.0,10.0,1.5379470713107632,0.9801870115813062,10.0,10.0,10.0,10.0,1.634194292475136,0.9736384302489338
True,10.0,10.0,10.0,10.0,1.5482924620190945,0.9827462133983149,10.0,10.0,10.0,10.0,1.7911692598556688,0.9507018106649703,10.0,10.0,10.0,10.0,1.5943988652911998,0.9626429123271321,10.0,10.0,10.0,10.0,1.4808272644244131,0.980837602929365,10.0,10.0,10.0,10.0,1.5232465536784885,0.9585016645614285
True,10.0,10.0,10.0,10.0,1.6381146786215008,0.9627040846517051,10.0,10.0,10.0,10.0,1.5290565390365243,0.963844055590236,10.0,10.0,10.0,10.0,1.4078855265167458,0.9695659981757198,10.0,10.0,10.0,10.0,1.8203322565239475,0.9124580117671159,10.0,10.0,10.0,10.0,1.7719399993626186,0.928857058548191
True,10.0,10.0,10.0,10.0,1.852167412601998,0.8952298609192851,10.0,10.0,10.0,10.0,1.7952275319173139,0.935780876695809,10.0,10.0,10.0,10.0,1.850117633670001,0.9644192166643564,10.0,10.0,10.0,10.0,1.147671024353648,0.975862166890864,10.0,10.0,10.0,10.0,1.1534205357209955,0.9843109477779441
True,10.0,10.0,10.0,10.0,1.5440895029411945,0.9617746319625994,10.0,10.0,10.0,10.0,1.6120130960858994,0.9318260342258065,10.0,10.0,10.0,10.0,1.5782593631091042,0.9221665940895489,10.0,10.0,10.0,10.0,2.180509533158118,0.9690687824379232,10.0,10.0,10.0,10.0,2.1189325019104186,0.9788135401245516
True,0.8367346938775511,2.336734693877551,2.486734693877551,3.3730983302411874,1.7184471770254355,0.9338424743462254,0.8367346938775511,2.336734693877551,10.0,3.4230983302411873,1.855383700007382,0.9181638956817204,0.8367346938775511,10.0,10.0,2.823098330241187,1.5950657710522498,0.9281396100944921,0.8367346938775511,0.9730983302411874,1.7230983302411875,2.7230983302411875,2.251844062754492,0.9297344073021968,0.8367346938775511,0.9730983302411874,1.1730983302411873,2.4230983302411873,2.246092684824469,0.9084523652975178
True,10.0,10.0,10.0,10.0,1.8085094775900086,0.9459917440415291,10.0,10.0,10.0,10.0,1.6117747129101734,0.9323207857274035,10.0,10.0,10.0,10.0,1.422034180932131,0.9145074992771633,10.0,10.0,10.0,10.0,1.0685285622026215,0.984528534290722,10.0,10.0,10.0,10.0,1.191295708153112,0.9452998020229447
True,10.0,10.0,10.0,10.0,1.6861412526870123,0.9513857177237963,10.0,10.0,10.0,10.0,1.8051953689341134,0.960565028889657,10.0,10.0,10.0,10.0,1.9200281111296433,0.9269209202492968,10.0,10.0,10.0,10.0,1.1480020536531461,0.9619352074915323,10.0,10.0,10.0,10.0,1.139506565567621,0.9633642823939088
True,10.0,10.0,10.0,10.0,1.8919884344759907,0.9414989628354054,10.0,10.0,10.0,10.0,1.4154781918004091,0.952079914876502,10.0,10.0,10.0,10.0,1.3857543402111838,0.9672472393244833,10.0,10.0,10.0,10.0,1.3856161387864723,0.9800489472539354,10.0,10.0,10.0,10.0,1.2839694879112948,0.9711790002109522
True,0.8666666666666667,1.3666666666666667,1.3666666666666667,1.4575757575757575,1.508842399526991,0.9742466966291904,0.8666666666666667,1.3666666666666667,1.6115646258503402,1.7024737167594313,1.7629306033721779,0.9478875775030484,0.8666666666666667,1.1115646258503402,1.202473716759431,1.7024737167594313,1.8027693667069524,0.9530555056371968,0.8666666666666667,0.9575757575757576,1.202473716759431,1.577473716759431,2.4906265677850934,0.9184486549866484,0.8666666666666667,1.1115646258503402,1.202473716759431,1.577473716759431,2.4742082135294696,0.9142907178607015
True,0.6326530612244898,10.0,10.0,10.0,1.547054183593272,0.9897834202385688,0.6326530612244898,10.0,10.0,10.0,1.4636517723735474,0.9741041826495813,0.6326530612244898,10.0,10.0,10.0,1.5604883076906328,0.9378375763618896,0.6326530612244898,10.0,10.0,10.0,1.3387199010282698,0.9892183716070176,0.6326530612244898,10.0,10.0,10.0,1.4132423087428934,0.9841014360331212
True,10.0,10.0,10.0,10.0,1.5607819480663772,0.9659013860355671,10.0,10.0,10.0,10.0,1.5450076205085117,0.9678575231261206,10.0,10.0,10.0,10.0,1.5143310200597297,0.9666031890661767,10.0,10.0,10.0,10.0,1.6577750714992217,0.9754556837250844,10.0,10.0,10.0,10.0,1.6304822299507236,0.9838287084093886
True,10.0,10.0,10.0,10.0,1.771518679253012,0.9574519639877416,10.0,10.0,10.0,10.0,1.3817551572856437,0.940200451894348,10.0,10.0,10.0,10.0,1.4627964848902926,0.9428392321078467,10.0,10.0,10.0,10.0,1.45018310193239,0.9791874655641442,10.0,10.0,10.0,10.0,1.5357078042128134,0.980587015310358
True,10.0,10.0,10.0,10.0,1.725784169696509,0.9498547137834116,10.0,10.0,10.0,10.0,1.4409705644292772,0.9689744037795812,10.0,10.0,10.0,10.0,1.6781787209768755,0.9239763648990781,10.0,10.0,10.0,10.0,1.3247289776720756,0.9960107252195021,10.0,10.0,10.0,10.0,1.1820436631027664,0.9919927969819993
True,10.0,10.0,10.0,10.0,1.6461370789920984,0.9592189283500113,10.0,10.0,10.0,10.0,1.633958079925171,0.9273819642080952,10.0,10.0,10.0,10.0,1.5037771389709356,0.9482536152196139,10.0,10.0,10.0,10.0,1.4441553741255038,0.9813401845944958,10.0,10.0,10.0,10.0,1.418579133811263,0.967119212381918
True,10.0,10.0,10.0,10.0,1.7863327867107823,0.9224248599966474,10.0,10.0,10.0,10.0,1.5441032996654047,0.9576205282057062,10.0,10.0,10.0,10.0,1.710003190656686,0.9051191035839578,10.0,10.0,10.0,10.0,2.2762692018203325,0.9425118048507837,10.0,10.0,10.0,10.0,2.4398308938026174,0.9340208204905082
