lof_score,alpha,difficulty_group,knn_success,background_size,DenSHAP_validity,DenSHAP_CA_top1,DenSHAP_CA_top2,DenSHAP_CA_top3,DenSHAP_CA_top5,DenSHAP_plausibility,DenSHAP_bds
0.999439894517222,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.322244475504728,0.9813344551233263
1.1089983428710402,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.1728741541545582,0.95391019975264
0.9999568324724214,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.3177280644951537,0.9755650918203187
1.0396646899490327,0.34468433192368386,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.183979198301754,0.9930215664531966
1.0559259373813443,0.515910807874475,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.2451898490062168,0.9799324257042663
0.9937902936656944,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.0708587577127893,0.9946899666962661
1.0554243520303217,0.5106292516838047,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.2827984464551188,0.977779442977555
0.9880101599378639,0.0,Easy,True,100,1.0,0.4,1.1551020408163266,1.2551020408163267,1.5732838589981448,1.5781151063042076,0.9549551601134496
1.215172040581323,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.7215473055288701,0.9604600604194363
0.9872654271303162,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.2663948345810634,0.9510921006069394
1.1274678831227,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.1839237776592286,0.9863377642814489
1.0168219368835545,0.1041564065786625,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.2448835779449574,0.988325744103849
1.0496062734440492,0.449366479729871,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.538722308667432,0.9856343332319828
1.2950897309127916,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.886881623592711,0.9306674245281135
1.013535406148063,0.06955013923757407,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.276514046231871,0.9864350215366912
1.0012051112075657,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.023340100270771,1.0031179151138647
1.0149411849945742,0.08435260496821556,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.4395626264343382,0.9594500925659839
1.1987523099355877,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.1858031248579337,0.999438038641606
1.2433805806303508,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.443575326706444,0.9601828488783942
1.0514474338386843,0.4687533937625002,Medium,True,100,1.0,0.8,1.0244897959183674,1.1153988868274582,1.6320655534941249,1.5106815804407239,0.9850324853513127
1.0106981382212088,0.03967448606485822,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.4158823866696018,0.9778230566088546
1.0404873117862252,0.35334631427214475,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.3741022366333107,0.9782590541441127
0.9962589116884489,0.0,Easy,True,100,1.0,0.6,0.6,0.7,1.0484848484848484,1.2149864797119678,0.9885921031374935
1.144631075601844,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.3937563920908915,0.9723715556969106
1.2471186945804482,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.3303973620078269,0.9629568815938425
1.0493837554642915,0.44702342642672205,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.6060714023889298,0.9640496680384592
0.9847566471540293,0.0,Easy,True,100,1.0,10.0,0.7749999999999999,0.7749999999999999,1.352308889657558,1.1068106739814092,0.9863891937860277
1.0157328571320918,0.09268869546679694,Easy,True,100,1.0,1.1333333333333333,2.0517006802721087,2.5517006802721087,3.560034013605442,1.4362009349581828,0.9576876560099151
0.9883050752774236,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.4566490645683303,0.9714350305726148
1.2115298419847398,1.0,Hard,True,100,1.0,10.0,10.0,10.0,2.2448979591836737,1.0920785983584733,0.9979582406189673
1.0334382456326754,0.2791215808228513,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.893521598163422,0.9545018071546576
0.9866521104412407,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.317988724671059,0.9709958850511349
1.0362247139994296,0.30846232855906963,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.4694534196108857,0.9921606666604322
1.0206520467209297,0.14448641279055277,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.3262836540973004,0.9619960916660008
0.9707029722248606,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.2552852475504914,0.9723491741717506
1.1722283189638028,1.0,Hard,True,100,1.0,10.0,10.0,2.8612244897959185,3.6945578231292515,1.4392730074110234,0.9611050282647039
1.0167058101635917,0.10293362406423891,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.3296992595666777,0.9756701527644637
1.0437965675884537,0.38819187033381447,Medium,True,100,1.0,10.0,10.0,3.191666666666667,3.339965986394558,1.5011707676135813,0.9995280226926324
1.0357371542306435,0.303328457902951,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.5180256941076666,0.9418455204306901
0.9812109396843198,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.3618583602393086,0.9725093443678657
1.0341488967118557,0.28660454179649036,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.230156203690818,0.991252586406693
0.994383887396423,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.6268608090373402,0.9961940000061269
1.0114354731425261,0.04743842057837873,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.2665315536064459,0.9624123295656679
1.0992104942059626,0.9716853208090943,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.373075743864365,0.9675981690746825
1.1282383173104193,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.6518296587255548,0.9582463429261698
1.1685250197065173,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.4500727865084442,0.9479377029008935
1.2834956516213127,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.33351048542122,0.98144999772388
1.2217013490780428,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.5570402520337387,0.975276483171083
1.1268589251250318,1.0,Hard,True,100,1.0,0.26666666666666666,0.7212121212121212,1.1212121212121213,1.6666666666666665,1.3957935067792313,0.9309698626842581
0.9910781421508194,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.1369084066552841,0.9902790051330873
0.9697955854440851,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.2915345042125144,0.9956488246313114
0.9939018842837328,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.0675023363538148,0.9871142142932774
1.0320256616408303,0.26424745877809813,Easy,True,100,1.0,0.5333333333333333,0.9619047619047618,0.9619047619047618,1.3473214285714286,1.1963826226980854,0.9584210049662033
0.996937514862472,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.3025645129853678,0.9844054948010298
0.9954140546168933,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.5172558016091233,0.9686913041394012
1.0265885739026395,0.2069964159709022,Easy,True,100,1.0,10.0,10.0,10.0,2.138265306122449,1.1963399215264667,0.9943305162721325
1.0368847513112978,0.31541234044331473,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.463118131533272,0.9772098349308914
1.1295477257894273,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.4526618380732361,0.9422870741334488
1.0532703204550318,0.4879478899211915,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.314006456156759,0.972978678256629
1.0597826116295823,0.5565205300476823,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.8431376678720923,0.9929755640131805
1.0726074768316605,0.691562843513274,Hard,True,100,1.0,10.0,0.7156462585034014,1.2156462585034014,1.3747371675943103,1.8086703342999357,0.9480109929677608
1.0252099294400945,0.19247966786204612,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.0789057866216796,1.001435348020408
0.9789500567218011,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.4418099883939797,0.985700278248388
1.112744934184483,1.0,Hard,True,100,1.0,0.3673469387755102,0.5923469387755103,1.1756802721088437,1.9241651205936918,1.0836472105180457,0.9867698237787164
0.9785236819944554,0.0,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.35108304249964,0.9610917911508962
1.079999009358781,0.7693936539577211,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.5184426272699127,0.9944707364505962
1.0418097389403782,0.36727110954076087,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.6299820681577266,0.9206972924397195
1.0495360747661697,0.4486273069032017,Medium,True,100,1.0,10.0,0.975,1.475,3.1303030303030304,1.3231631539602242,0.9814101143018356
1.0316052808274425,0.25982096409905564,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.3477789234011748,0.9816971997170914
1.2617888282894967,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.2432056860545,0.9650738456910094
1.193348670883702,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.7560763943312723,0.9755474342868279
1.220469535288484,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,2.1598655180902435,0.9250821536911319
1.0074288101036617,0.005249357573049397,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.3770591106895167,0.9856508625796895
1.2927679916558665,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.5703058753667192,0.9686465573220644
1.4706372375058747,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.8681358738856306,0.9679456586995301
1.2987300521679517,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.4367827271316278,0.9377630816677935
1.0654654927342537,0.6163597095971384,Medium,True,100,1.0,10.0,2.1974489795918366,2.6641156462585034,3.2488614089703676,1.6242495564830501,0.960451219911264
1.0534411059102067,0.4897462139276969,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.3000796261747083,0.9675640003141609
1.143279306830624,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.4823912085509934,0.9523752923779227
1.018436541215678,0.12115774740415415,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.5904509242908162,0.9656450172144877
1.1134443931132703,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,2.2467759386217905,0.9162989830531693
1.0378908873041972,0.32600667652414345,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.2546303461053936,1.0007728828496343
1.118596742449318,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.9223778235151492,0.9402851067777954
1.0215043201499427,0.15346061826918245,Easy,True,100,1.0,10.0,1.1238095238095238,10.0,1.7760822510822512,1.2954667457414561,0.9743140765014393
1.0159824431381712,0.09531676766393282,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.352209998695213,0.9827535805877323
1.1952108012950784,1.0,Hard,True,100,1.0,1.0666666666666667,1.9238095238095236,2.123809523809524,3.4874458874458876,1.6319685565119257,0.9703107380062349
1.2602913751844125,1.0,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.4796444473925565,0.951734314492955
1.022014040451764,0.1588278332608189,Easy,True,100,1.0,10.0,10.0,10.0,3.05578231292517,1.6979973037209948,0.9391897736570769
1.0578998788644582,0.5366958703546801,Medium,True,100,1.0,10.0,10.0,10.0,10.0,1.3960002030333591,0.9578144332614557
1.0253069038571503,0.19350078187921887,Easy,True,100,1.0,10.0,10.0,10.0,10.0,1.4664158125942994,0.9620961326017049
1.0965834220639807,0.944022971606644,Hard,True,100,1.0,10.0,10.0,10.0,10.0,1.2415360832491653,0.952581485321582
