Group,N,α_mean,LOF_mean,CA_top1,CA_top2,CA_top3,CA_top5,Plausibility,Validity,KNN_success,BDS
Total,4000,0.5002349264079762,1.0507984716533887,9.215301285547167,8.819096675976688,8.588355308161322,8.470278090106383,1.0016318129955795,1.0,1.0,0.977287478077445
Easy,1682,0.08404346620371383,0.9979733546874313,9.261982045260291,8.857379827017596,8.665710598711687,8.552236266945378,0.9840252779502873,1.0,1.0,0.9786251656967176
Medium,723,0.49137313020929396,1.0295050006361883,9.254693649644521,8.873792126472065,8.65087880288702,8.48955758973434,0.9967550194924059,1.0,1.0,0.9781719815714753
Hard,1595,0.9431447161980807,1.1161571088208972,9.148218077346622,8.753932368290823,8.478439267162956,8.375110233257356,1.0224093137159407,1.0,1.0,0.9754758877314884
