Group,N,α_mean,LOF_mean,CA_top1,CA_top2,CA_top3,CA_top5,Plausibility,Validity,KNN_success,BDS
Total,1975,0.45799586035689843,1.0744891871745645,9.124885739336012,8.880004415114723,8.726658298700105,8.625339512768042,1.4351308736048982,1.0,1.0,0.9719886499250782
Easy,928,0.07219365981349798,1.0048296495268378,9.244844996188132,8.99763305890538,8.831425417950241,8.689319804937842,1.3642647282730824,1.0,1.0,0.977729335613134
Medium,339,0.4821802493044696,1.0527225720379232,9.022192623362029,8.767721234377365,8.551423980285215,8.346869003486328,1.4512777884307884,1.0,1.0,0.9728308282880404
Hard,708,0.9521002872651597,1.1762164943333386,9.01682186356823,8.779587207250644,8.67324099259632,8.674813794565964,1.5202862108110393,1.0,1.0,0.9640608889313497
